gene_id_	BEC027_Healthy	BEC028_Healthy	BEC032_Healthy	BEC034_Healthy	BEC036_Healthy	BIDC065_COPD	BIDC066_COPD	BIDC068_COPD	BIDC070_COPD	BIDC072_COPD
ENSG00000000003	338.88445288145897	220.70703921164446	284.3201718019114	197.7641522222401	264.6636972902858	272.39761074350474	273.9146302320763	233.21418820010788	319.10407944021557	287.12109410561146
ENSG00000000419	47.98478830999883	36.00639484866128	37.87276861309047	38.25914512280778	37.66105854524498	51.28934277263001	45.714161943976734	39.78758330254204	51.16746073125442	52.27899690672674
ENSG00000000457	24.4939433088821	22.455821542583585	24.751025328759503	21.407901352825906	24.824970310825076	22.166578046515426	22.721120771534554	30.69483715627306	28.015569674758616	28.764120716461424
ENSG00000000460	5.046622714324763	4.768508447793337	4.74721642563877	4.65454516637268	4.794479811341243	5.0725232592803335	5.666109050802682	5.728273774623065	5.2222641224079585	3.779427176410401
ENSG00000000938	2.677530891545387	5.121681512231201	2.185419326381016	3.0460013202801592	9.954188539971174	113.08820176364895	1.4272485170938716	8.263187345643047	5.952959027347944	2.351119543892518
ENSG00000000971	145.2813429948761	109.28601272825695	113.55562581973844	113.36287491281044	98.61238249967121	134.91142593033533	118.88336618770673	205.45866153932923	159.88604831194027	101.57285164276631
ENSG00000001036	37.717152093835566	34.007341676541444	31.82597182745207	31.432721554499253	36.060861149015494	48.53091335769759	32.252438383322506	41.975320738401244	34.98802650793275	39.73978659930234
ENSG00000001084	205.52243138326725	212.45440177359333	201.2168838499428	162.04848110265456	338.9587433758697	294.2257872071659	196.41569448396484	282.88474734577864	312.83277245818164	533.1029764301119
ENSG00000001167	17.22831101352974	15.689542278169132	18.760140812482128	16.286306045622126	16.009063553575228	19.76885974771444	18.604902267205954	16.455052482384183	16.962026422166996	19.046567341965623
ENSG00000001460	91.01177299163187	81.3084920081302	80.90414513218313	63.75818164293895	71.73790715495295	77.6060747340646	83.75756406494659	58.28909411383761	78.50196415691869	98.91290121130281
ENSG00000001461	64.65123937177925	61.974232751087	65.94981416354159	56.51012475482743	79.95326804757526	56.98861389627397	57.849540924118735	71.93215643250444	83.29735501095458	91.842160275449
ENSG00000001497	45.54923439389378	40.68774947273125	44.15487004591308	35.80724033307876	41.09090700144303	39.19089739459161	44.68385741978498	35.30449340647755	43.0777436195937	49.69012548200539
ENSG00000001561	146.4367405087463	110.81560018726593	132.30794925412832	113.32515330066084	131.20534133226442	130.97776966264178	161.7520168514733	121.88965501347438	146.04577337779756	183.37714512086595
ENSG00000001617	68.405824628427	67.43182960375353	55.638097148550735	74.98113455051605	60.750113689463674	43.1914338683359	37.82630833173635	76.08041912443487	64.67378862575995	53.05389192572494
ENSG00000001626	44.39349340667263	37.349391857553314	41.099967149399774	27.75365727831715	51.3803757258072	46.01440445654473	21.29047726092674	46.122238497249555	81.02906867821079	73.76474004474406
ENSG00000001629	50.826249664291794	45.817171468154115	49.49699051097857	49.122988282719994	52.18514014142698	44.49808210042442	49.97058861328078	57.23097820034167	59.29236811235063	61.648199747681986
ENSG00000001630	62.49980036625392	42.63172315866522	48.09929343957283	71.11374512567653	79.79114633994324	85.65066982239252	60.91733138166591	59.049633394020134	85.1068136927341	109.81887937618464
ENSG00000001631	37.70422500591614	39.46067431092236	40.03277754414952	37.67059366924228	39.934613824657745	41.120163888355115	43.03090095081039	37.51350523836344	42.56599866691483	48.01651074222326
