NAME	Basal	Club	Goblet	Hillock	Multiciliated_Deuterosomal	Suprabasal
ENSG00000180891	1	1	42.6255711083647	1	39.5560249412223	1
ENSG00000108094	1	1	1	1	1	67.9556709560662
ENSG00000163510	44.5653899638063	1	1	36.7139741929994	1	1
ENSG00000006210	1	144.623439154461	241.773863859084	1	1	97.5524971114688
ENSG00000169248	1	1	130.457897051951	1	1	1
ENSG00000145824	214.267141329193	1	1	76.0287953386819	1	90.4113172588685
ENSG00000163734	1	227.460230074699	281.624101812865	1	1	1
ENSG00000163735	1	1	203.604500158707	1	1	1
ENSG00000124875	1	1135.11118486272	1414.89858023429	130.244796252061	1	307.034150150761
ENSG00000174151	1	1	1	58.8417767612239	1	1
ENSG00000114395	1	37.9119786793091	1	1	1	1
ENSG00000166394	1	1	1	58.6055749203543	1	1
ENSG00000065615	1	28.231175954877	1	1	1	1
ENSG00000071967	33.9026820325838	1	1	1	1	1
ENSG00000055163	1	55.0458215431324	1	1	1	1
ENSG00000140465	122.615386178066	73.34919649398	1	1	1	1
ENSG00000095596	110.095845939627	1	1	1	1	1
ENSG00000256612	1	251.896044559948	153.640220432993	59.2645311716797	1	1
ENSG00000108242	1	1	1	134.328102423292	1	1
ENSG00000197446	1	246.896563121599	1	1	1	1
ENSG00000134716	1	43.8230718357632	84.7023970763662	1	1	1
ENSG00000145476	1	30.7049012507501	1	1	1	1
ENSG00000186377	43.4624810587519	197.172576839336	93.5536019564481	1	57.9912489394968	1
ENSG00000178149	1	1	1	1	139.272804830367	1
ENSG00000163331	44.945308988733	1	1	1	1	1
ENSG00000164465	1	1	1	1	1	52.2305991432376
ENSG00000222046	1	1	1	1	120.151386755551	1
ENSG00000153904	1	61.6865062510293	70.2229344405244	1	100.393092884933	1
ENSG00000175197	43.2045224452628	50.8213550677079	76.5037812471325	1	1	1
ENSG00000174243	35.1318260747533	34.1931236063818	59.9748543733737	1	34.3975417422884	1
ENSG00000183258	31.8952755123811	1	1	1	1	1
ENSG00000107625	47.1262177844238	39.54756260781	1	1	1	67.8671981089416
ENSG00000123064	44.894263758878	1	1	1	1	43.0396482346413
ENSG00000137628	1	1	84.303978818058	1	1	103.914125277215
ENSG00000181381	1	1	87.6324216604488	1	1	1
ENSG00000158796	1	44.2338087288354	1	50.7042755893673	1	83.3589292451363
ENSG00000168350	1	1	1	1	139.755969576442	1
ENSG00000081791	1	1	1	27.7410170465301	1	1
ENSG00000166444	1	41.8456734963524	1	63.9125844219706	1	1
ENSG00000175984	1	1	1	71.7389253498315	38.9021650354488	75.1569355340325
ENSG00000137145	1	41.3748895999298	1	48.9118901475233	1	1
ENSG00000205593	1	1	1	1	147.03594477991	1
ENSG00000100418	38.3642506476116	1	1	1	1	1
ENSG00000147202	1	1	1	1	132.882576620034	1
ENSG00000107984	68.1145001295156	1	89.7645335895778	1	1	74.337625787544
ENSG00000050165	91.8726220949659	1	1	1	1	1
ENSG00000008226	1	1	1	1	114.930763740445	1
ENSG00000171462	61.5827857733231	1	1	1	1	1
ENSG00000125375	1	32.9293177254263	1	1	1	1
ENSG00000154099	1	1	1	1	812.911318667413	1
ENSG00000167646	1	1	1	1	133.250087617202	1
ENSG00000256061	1	1	1	1	148.75537854059	1
ENSG00000105877	1	1	1	1	108.76263357248	1
ENSG00000174844	1	1	1	1	303.919064819811	1
ENSG00000158486	1	1	1	1	135.209942189968	1
ENSG00000039139	1	1	1	1	372.587024522738	1
ENSG00000115423	1	1	1	1	157.331976030437	1
ENSG00000118997	1	1	1	1	158.781382561846	1
ENSG00000007174	1	1	1	1	215.385167582341	1
ENSG00000122735	1	1	1	1	148.996499089392	1
ENSG00000171595	1	1	1	1	135.703626402717	1
ENSG00000176410	41.3632536273459	40.7408117570248	46.2977650562721	1	1	1
ENSG00000119661	1	1	1	1	216.754822537817	1
ENSG00000100246	1	1	1	1	117.894017869028	1
ENSG00000163879	1	1	1	1	618.90829042692	1
ENSG00000147459	41.5438917391323	1	1	1	1	1
ENSG00000088387	43.4742443892792	1	1	1	1	1
ENSG00000166171	1	1	1	1	370.813668775347	1
ENSG00000142002	46.3384624077488	1	52.7836685870739	1	1	56.5568849306388
ENSG00000156162	1	26.0614075186799	1	1	1	1
ENSG00000188641	1	39.4512104747081	1	1	1	1
ENSG00000113657	1	30.4086769637663	1	1	1	1
ENSG00000157856	1	1	1	1	154.493869245896	1
ENSG00000171962	1	1	1	1	382.283927072369	1
ENSG00000134755	1	1	66.9241090934252	428.923012854712	1	390.382337468017
ENSG00000134762	147.280272034415	1	1	77.4038585043963	1	157.919308008507
ENSG00000111817	89.0794427669749	1	1	1	47.9559879430253	84.645272115098
ENSG00000134757	174.708595314948	1	73.395322675862	468.043352143203	1	462.188526872601
ENSG00000125821	53.5405534425216	1	1	1	1	1
ENSG00000197057	1	1	1	1	131.93815920036	1
ENSG00000163840	53.4204951046768	58.5312925113247	106.651467943439	1	1	76.4809470801354
ENSG00000140279	1	1	268.501384338043	228.045445792825	1	1
ENSG00000143507	1	72.5013383807428	1	65.1378766367099	1	120.646349141064
ENSG00000291483	57.701434982044	1	1	1	1	55.0544450857702
ENSG00000144048	57.701434982044	1	1	1	1	55.0544450857702
ENSG00000167065	1	1	1	1	150.820768144434	1
ENSG00000164086	41.3717720153036	1	1	1	1	1
ENSG00000107404	1	1	1	1	1	98.1772770567811
ENSG00000133665	1	1	1	1	291.366033951254	1
ENSG00000141627	1	1	1	51.4372196651358	1	71.0094729766361
ENSG00000187240	1	1	1	1	197.407088510856	1
ENSG00000119333	1	24.071026615586	71.2121670715411	61.5832607286603	1	66.0037795638174
ENSG00000138036	1	1	1	1	133.620971646562	1
ENSG00000168589	1	1	1	1	704.111499432031	1
