NAME	Basal	Club	Goblet	Hillock	Multiciliated_Deuterosomal	Suprabasal
ATP2B1	70.270517308783	57.6234226359747	1	1	1	77.2742456536271
ATP5IF1	229.772153807655	115.541940277256	1	1	1300.6909749147	1
ATP6V0A1	1	41.272800961535	1	76.2517847167726	1	1
ATXN7	1	45.8850561051493	1	1	1	1
ATXN7L3	1	31.8623744176302	1	53.6562814800481	1	62.3166213658855
AXL	51.3814838023409	1	1	1	1	1
B3GAT3	35.2924816806648	1	1	1	1	1
B3GNT2	1	37.6893884100598	1	1	1	1
B3GNT3	1	66.6367936983132	113.433323779365	136.633277435957	1	1
B3GNT7	1	74.8526588922154	68.4283668429547	1	153.255779836249	1
B9D1	1	1	1	1	212.297344398365	1
B9D2	1	1	1	1	179.996155677943	1
BAG4	28.4778751970805	1	1	56.8062424415074	1	1
BAIAP2L1	1	34.3109474293505	70.0207556176575	1	109.194519699943	1
BAP1	43.6984341899729	1	1	1	1	1
BBC3	1	68.9581842734584	132.316107296593	1	1	89.4323128213907
BBIP1	1	1	1	1	141.27374472826	1
BBLN	1	40.1060452639581	1	61.3118191687464	1	1
BBOF1	1	1	1	1	267.921831702889	1
BCAM	443.313195300811	1	1	1	1	1
BCAT2	33.3885901902775	1	1	1	1	1
BCKDK	39.3843766248474	1	1	1	1	44.9093897149452
BCL2A1	1	42.2561754536831	65.2548254193179	41.2886318105997	1	1
BCL2L11	1	34.7265563360936	1	61.0951256828818	1	1
BCL3	1	48.2779876743822	1	36.5452211704182	1	1
BLZF1	36.6435466730764	1	1	63.5513191707784	1	76.0162016170689
BMP1	86.0238815775064	1	1	1	1	44.2442840063531
BMP2	50.9599558443453	1	1	1	1	1
BMP7	37.5591881848712	1	1	1	1	1
BMPR1B	1	62.4706623458266	1	1	42.6457962710489	1
BNC1	41.4014818955511	1	1	1	1	1
BNIPL	1	1	1	196.305737704915	1	61.756878219391
BPGM	1	1	95.1223888882359	1	66.163726563801	76.5855985440212
BPIFA2	1	81.776365680552	1	1	1	1
BPIFB1	296.942180782785	12614.5117920779	1475.72573736582	101.84006647533	1696.31286608767	170.163361880443
BPNT1	1	49.2332184341436	87.0191150238987	56.7256832855568	1	62.964980920525
BRPF3	1	35.5924292650202	1	1	1	1
BSPRY	1	121.437259234182	129.959792847348	158.102145655106	1	84.2427316520613
BTBD6	1	27.2954924638173	1	61.2127638750087	1	79.2595657985371
BTN3A2	1	34.9955832619694	1	1	1	1
C10orf99	1	1	1	88.2714495206489	1	1
C11orf16	1	1	1	1	128.571423512303	1
C11orf54	1	28.9909524867539	1	49.8446697882217	1	1
C11orf68	31.8914470769897	1	1	1	1	66.3914862746993
C11orf74	1	1	1	1	211.987866092602	1
C11orf88	1	1	1	1	568.022475241591	1
C11orf96	1	91.8352218312256	1	97.0236329035021	1	1
C11orf97	1	1	1	1	291.520334452132	1
C12orf29	1	1	1	58.156728879565	1	60.5467415709213
C12orf75	1	1	1	1	282.055875450617	1
C15orf48	1	105.139999983446	596.831661276653	93.8363207965679	1	462.88836257407
C16orf74	38.7659317108493	1	1	1	1	1
C16orf89	1	49.7708099955224	1	1	1	1
C18orf25	1	1	1	1	31.8264010366104	79.4281519307755
C1S	78.4304970014459	1	1	1	1	1
C1orf194	1	1	1	1	1616.37084275821	1
C20orf27	30.6765681717523	1	1	1	1	1
C20orf85	1	1	1	1	2468.24267112146	1
C20orf96	1	1	1	1	136.061320134011	1
C21orf58	1	1	1	1	237.778289811169	1
C21orf91	40.6357958017048	1	70.1771263773892	1	31.556886597407	42.3162736385304
C22orf15	1	1	1	1	247.794392384017	1
C2orf68	1	1	1	45.0387652187833	29.1195811896427	1
C4orf19	1	73.87960952475	215.874320237562	59.4936526823972	1	75.1399564740908
C5orf49	1	1	1	1	758.633009728941	1
C6orf118	1	1	1	1	188.44064146227	1
C7orf57	1	1	1	1	116.236497209719	1
C9orf116	1	1	1	1	1239.21724005648	1
C9orf135	1	1	1	1	375.699952990515	1
C9orf152	1	42.3891913450984	69.0291350494845	1	1	1
C9orf24	1	1	1	1	2807.17242607	1
CA12	189.303681653506	1	1	1	1	101.629796833736
CAAP1	1	32.4037521052968	74.5721852985864	49.6496502067314	1	1
CAB39L	1	31.3501077180008	1	1	1	1
CABCOCO1	1	1	1	1	180.109216743283	1
CADPS2	1	31.9184941691247	1	1	1	1
CAMK2G	1	41.9538264811424	1	69.9132087945718	1	1
CAMK2N1	167.375000150677	46.7527804031546	1	123.00151554935	1	248.473268389774
CAMSAP1	1	1	1	70.7998842659542	81.6373283063883	84.4892213417237
CAPN13	1	216.257948397803	1	1	1	1
CAPN5	1	37.3526994792283	1	37.1429478695079	1	1
CAPN8	1	31.635254620829	1	1	1	1
CAPNS2	1	1	1	83.7072977944457	1	73.4953642940386
CAPS	156.889172375558	75.539656064237	1	1	3620.82709761151	1
CAPSL	1	1	1	1	596.746224670769	1
CARD6	1	28.1615084478213	1	68.7449298439752	1	1
CARHSP1	63.2529795120624	97.587192776793	98.8771123315743	1	125.712228942029	1
CARS	1	1	1	1	314.000459136173	1
CASC4	1	1	1	1	136.37758398429	1
CASC8	1	41.8282335813742	69.5468360311467	1	1	1
CASP1	38.2444926301258	38.7226126516815	68.1722858166382	1	1	68.8473057567627
CASP2	1	1	1	41.1170511266562	1	1
CASP3	1	35.9777461033084	1	41.1035512499566	1	1
CASP6	1	25.8338820698254	68.8177133376947	1	1	1
CASP7	1	57.8107323443491	1	1	56.5676097843511	1
CATSPERD	1	1	1	1	188.216031418012	1
CAV1	920.999885690051	1	1	1	1	434.705483965573
CAVIN1	397.91563619467	1	1	1	1	277.943951805338
CAVIN3	90.2366649540314	1	1	1	52.6918183842225	1
CBLB	72.1287551007927	1	1	1	1	1
CC2D2A	1	1	1	1	209.941476275856	1
CCDC107	1	51.2715816193668	50.8691623189455	1	61.9193208173805	1
CCDC113	1	1	1	1	259.468855088845	1
CCDC146	1	1	1	1	401.619127338019	1
CCDC153	1	1	1	1	305.880040456482	1
CCDC17	1	1	1	1	440.39612487312	1
CCDC170	1	1	1	1	639.996172230962	1
CCDC173	1	1	1	1	176.603382416922	1
CCDC181	1	1	1	1	113.65197640957	1
CCDC189	1	1	1	1	152.846603344212	1
CCDC190	1	1	1	1	169.219039748156	1
CCDC3	64.928450668633	1	1	1	1	1
CCDC30	1	1	1	1	121.139085737152	1
CCDC33	1	1	1	1	152.492775702861	1
CCDC34	36.126328753677	1	1	1	259.212443974507	1
CCDC40	1	1	1	1	126.825940102708	1
CCDC65	1	1	1	1	152.42373859791	1
CCDC69	1	68.3011752644896	59.6688515602986	1	119.967811889302	1
CCDC74A	1	1	1	1	299.956247347219	1
CCDC74B	1	1	1	1	119.762993694706	1
CCDC78	1	1	1	1	587.5354595123	1
CCDC88A	46.6759906138105	1	1	1	1	1
CCL20	242.579919322034	626.566298579718	897.120105882683	299.903885700987	1	397.728118689913
CCL28	1	1	137.658875450222	1	43.3165004635527	1
CCNB1IP1	39.0982541629669	1	1	1	1	1
CCND2	489.19223911106	67.0156474706774	1	39.5324771278375	1	206.877765559735
CCNH	1	1	1	1	1	41.630779019251
CCNO	1	105.688361085963	1	1	128.538232832475	1
CCP110	1	1	1	1	142.540725335293	1
CCPG1	30.9644806066061	57.0738754261809	67.9303426094637	1	48.8458788165551	1
CD109	193.602637078486	1	1	1	1	78.687016443066
CD164L2	1	1	1	1	189.410531918714	1
CD276	49.555938060888	53.0257923851744	86.8830365124645	1	1	59.3909377751795
CD36	1	1	1	107.644844355635	1	1
CD68	1	1	83.7403913324978	1	1	65.2332225563561
CDC14B	1	47.1802282311787	1	1	49.7143445347454	1
CDC34	1	28.4783426279639	1	38.1287313664053	1	1
CDC37L1	43.1845056496322	1	1	1	1	1
CDCA4	61.4421058843822	1	1	1	1	1
CDH26	1	52.2723958472986	1	115.319508002032	58.5956543476092	1
CDH6	81.8801477893131	1	1	1	1	1
CDHR3	1	1	1	1	321.311600594116	1
CDHR4	1	1	1	1	276.224607090377	1
CDK5	1	28.9382934113716	1	1	1	1
CDKN2AIP	1	1	1	51.172286530819	1	1
CDYL	45.4919285076619	27.21334132113	1	37.839010057974	1	121.363544602975
CEACAM1	1	53.9509954675611	173.071917188735	197.816271631415	1	86.0442453294778
CEACAM5	1	205.789553310776	788.056799844032	833.83837092027	1	188.823553861666
CEACAM6	86.7529302303342	1997.80488177702	3538.34548865385	1640.668584829	144.94859377851	956.640976387772
CELF2	1	57.3768722587543	63.9021311670999	1	1	1
CELSR2	70.6290362180974	1	1	90.0201310550142	1	91.3481773335755
CENPM	1	1	1	1	120.181085766581	1
CEP126	1	1	1	1	238.632438559545	1
CEP63	1	31.8777120128998	1	1	1	1
CERS4	1	52.0830053399169	1	1	88.5974173358637	1
CES1	1	1	1	1	132.096272568554	1
CFAP100	1	1	1	1	118.847334176208	1
CFAP126	1	1	1	1	573.836614855109	1
CFAP157	1	1	1	1	313.918536977406	1
CFAP206	1	1	1	1	138.623634246209	1
CFAP221	1	1	1	1	174.438710650849	1
CFAP300	1	1	1	1	371.86933338781	1
CFAP43	1	1	1	1	250.419950413054	1
CFAP44	1	1	1	1	130.527038715542	1
CFAP45	1	1	1	1	365.9738063847	1
CFAP46	1	1	1	1	111.147623058749	1
CFAP52	1	1	1	1	231.346584916229	1
CFAP53	1	1	1	1	370.008460122309	1
CFAP65	1	1	1	1	136.020788636058	1
CFAP70	1	1	1	1	141.351671767354	1
CFAP73	1	1	1	1	244.212953074119	1
CFAP74	1	1	1	1	124.621682337025	1
CFAP77	1	1	1	1	188.381151421684	1
CFI	40.5618803016224	81.8364008256517	65.5812385001064	1	1	1
CFL2	1	72.062116082466	65.3328868905862	1	1	70.1465736437136
CFTR	1	30.2776887375097	1	1	1	1
CHAC1	1	1	1	1	1	95.8492060569954
CHD6	25.7387287381438	46.0110761082778	1	1	1	1
CHERP	1	28.4553638804338	1	1	1	1
CHFR	1	30.9780700143762	1	51.1943335185931	1	1
CHKA	1	56.1635054569692	85.2826595633625	1	1	1
CHM	35.311055316688	1	1	1	1	1
CHP2	1	80.9241992650342	1	1	1	1
CHPT1	1	52.6887151808674	85.272654459634	46.2918726924872	1	1
CHRAC1	38.5203574244687	44.3487112265211	1	1	1	80.6398898642991
CHST15	1	37.6414867628939	1	1	1	1
CHUK	1	1	1	57.7928258941317	1	1
CIAO2A	1	44.7003417426459	77.9017034777793	1	1	1
CIAO2B	1	1	92.8640965077957	59.3932307911886	1	62.209026496331
CKAP2	50.4103883674828	1	1	1	1	1
CLCA4	1	1	1	216.617387182204	1	1
CLDN10	1	135.612658060864	1	1	1	1
CLDN3	1	1	1	1	149.623575483382	1
CLDN7	1	98.8878538584748	1	1	228.956301490134	1
CLIC3	1	1	1	100.663585605146	1	1
CLIP4	43.3352207546177	1	1	1	1	85.5080049638038
CLMN	1	1	1	1	274.669265637536	1
CLN3	1	1	1	52.4246970993118	1	1
CLUAP1	1	1	1	1	244.415604805037	1
CMAHP	1	32.7174550856122	1	1	1	1
CMPK2	1	1	138.638363934796	1	1	1
CMTM3	41.0016298550284	1	1	1	1	1
CMTM8	1	59.1163201116425	41.4315392831418	37.551788765037	1	1
CNFN	1	1	1	194.224893328704	27.5259158125458	1
CNOT4	28.3003482298857	44.9285356768936	1	1	1	1
COA8	1	1	1	51.4459593343254	1	1
COBL	1	1	51.8020625575451	1	55.6112967474832	1
COBLL1	1	1	1	1	1	63.3877432040165
COG2	1	33.0964730945832	1	1	1	62.700723899888
COG3	1	29.7550912342244	1	1	1	1
COL17A1	503.723955496718	1	1	1	1	245.5683678875
COL1A1	1	38.3285238542013	54.1080322696238	1	1	89.9678860662665
COL4A5	45.7121798405328	1	1	1	1	1
COL7A1	128.931725217446	1	1	1	1	1
COLGALT1	58.130052447669	1	1	1	1	76.4042991842618
COMMD9	1	1	1	40.5325517017934	1	1
COPRS	1	1	1	1	143.225135646193	1
COQ4	30.9535684801267	1	1	1	222.019092646496	1
COQ5	1	36.2311498730176	1	1	1	1
COQ6	1	36.3464427921265	1	1	1	1
COTL1	63.2845326249312	1	1	1	1	67.2338713661953
COX15	1	35.9613602716133	82.4735552399288	62.26697364268	1	59.302740593149
CPA4	161.744782901261	1	1	78.1259603167116	1	123.225320654579
CPEB2	1	1	1	69.4936093571619	1	1
CPM	1	1	1	149.123104185381	1	70.7359692965472
CPNE2	1	48.2170509666669	1	1	32.1348996383675	1
CPPED1	1	51.8025115719524	58.370704465114	58.6601794045013	1	1
CPSF3	1	32.4574480927559	58.8804868395385	1	1	51.8838449967783
CRACR2B	1	58.6725042187866	56.8673384393167	1	67.1416270568163	1
CRBN	1	35.5732058581073	1	1	1	1
CREB1	36.2247540108878	31.5944242405694	1	1	1	52.9835510081308
CREB3L1	1	114.568672824872	141.662140971975	1	1	1
CREBRF	1	43.1618179014063	1	1	1	1
CRIP1	1	1	1	1	247.120716512829	1
CRKL	37.9047793561045	1	1	1	1	1
CRYAB	1	1	1	1	1	77.2171098833727
CRYL1	1	44.3252122570559	1	1	1	1
CSPP1	1	1	1	1	169.647348534831	1
CSRP2	43.5187346545112	1	1	1	1	1
CST6	1	1	1	1	258.62954742155	59.1897631023397
CSTA	1021.30268410282	247.804245415355	832.889950806541	11119.0601578628	70.8209300471043	4236.68533781225
CTGF	224.013720890622	109.590930458256	1	1	859.465014764714	1
CTSV	57.8099407748955	1	1	262.66015290861	1	1
CTXN1	1	1	1	1	278.248628346944	1
CUEDC1	1	1	42.6255711083647	1	39.5560249412223	1
CUL2	1	1	1	1	1	67.9556709560662
CWC22	44.5653899638063	1	1	36.7139741929994	1	1
CX3CL1	1	144.623439154461	241.773863859084	1	1	97.5524971114688
CXCL11	1	1	130.457897051951	1	1	1
CXCL14	214.267141329193	1	1	76.0287953386819	1	90.4113172588685
CXCL3	1	227.460230074699	281.624101812865	1	1	1
CXCL5	1	1	203.604500158707	1	1	1
CXCL6	1	1135.11118486272	1414.89858023429	130.244796252061	1	307.034150150761
CYB561D1	1	1	1	58.8417767612239	1	1
CYB561D2	1	37.9119786793091	1	1	1	1
CYB5R2	1	1	1	58.6055749203543	1	1
CYB5R4	1	28.231175954877	1	1	1	1
CYBRD1	33.9026820325838	1	1	1	1	1
CYFIP2	1	55.0458215431324	1	1	1	1
CYP1A1	122.615386178066	73.34919649398	1	1	1	1
CYP26A1	110.095845939627	1	1	1	1	1
CYP2B7P	1	251.896044559948	153.640220432993	59.2645311716797	1	1
CYP2C18	1	1	1	134.328102423292	1	1
CYP2F1	1	246.896563121599	1	1	1	1
CYP2J2	1	43.8230718357632	84.7023970763662	1	1	1
CYP4V2	1	30.7049012507501	1	1	1	1
CYP4X1	43.4624810587519	197.172576839336	93.5536019564481	1	57.9912489394968	1
DALRD3	1	1	1	1	139.272804830367	1
DAPL1	44.945308988733	1	1	1	1	1
DCBLD1	1	1	1	1	1	52.2305991432376
DCDC2B	1	1	1	1	120.151386755551	1
DDAH1	1	61.6865062510293	70.2229344405244	1	100.393092884933	1
DDIT3	43.2045224452628	50.8213550677079	76.5037812471325	1	1	1
DDX23	35.1318260747533	34.1931236063818	59.9748543733737	1	34.3975417422884	1
DDX41	31.8952755123811	1	1	1	1	1
DDX50	47.1262177844238	39.54756260781	1	1	1	67.8671981089416
DDX54	44.894263758878	1	1	1	1	43.0396482346413
DDX58	1	56.5690861958419	270.865883985097	100.635223806211	1	202.126714590973
DDX60	1	1	84.303978818058	1	1	103.914125277215
DDX60L	1	1	87.6324216604488	1	1	1
DEDD	1	44.2338087288354	1	50.7042755893673	1	83.3589292451363
DEGS2	1	1	1	1	139.755969576442	1
DELE1	1	1	1	27.7410170465301	1	1
DENND2B	1	41.8456734963524	1	63.9125844219706	1	1
DENND2C	1	1	1	71.7389253498315	38.9021650354488	75.1569355340325
DENND4C	1	41.3748895999298	1	48.9118901475233	1	1
DENND6B	1	1	1	1	147.03594477991	1
DESI1	38.3642506476116	1	1	1	1	1
DIAPH2	1	1	1	1	132.882576620034	1
DKK1	68.1145001295156	1	89.7645335895778	1	1	74.337625787544
DKK3	91.8726220949659	1	1	1	1	1
DLEC1	1	1	1	1	114.930763740445	1
DLK2	61.5827857733231	1	1	1	1	1
DMAC2L	1	32.9293177254263	1	1	1	1
DNAAF1	1	1	1	1	812.911318667413	1
DNAAF3	1	1	1	1	133.250087617202	1
DNAAF4	1	1	1	1	148.75537854059	1
DNAH11	1	1	1	1	108.76263357248	1
DNAH12	1	1	1	1	303.919064819811	1
DNAH3	1	1	1	1	135.209942189968	1
DNAH5	1	1	1	1	372.587024522738	1
DNAH6	1	1	1	1	157.331976030437	1
DNAH7	1	1	1	1	158.781382561846	1
DNAH9	1	1	1	1	215.385167582341	1
DNAI1	1	1	1	1	148.996499089392	1
DNAI2	1	1	1	1	135.703626402717	1
DNAJC30	41.3632536273459	40.7408117570248	46.2977650562721	1	1	1
DNAL1	1	1	1	1	216.754822537817	1
DNAL4	1	1	1	1	117.894017869028	1
DNALI1	1	1	1	1	618.90829042692	1
DOCK5	41.5438917391323	1	1	1	1	1
DOCK9	43.4742443892792	1	1	1	1	1
DPCD	1	1	1	1	370.813668775347	1
DPP9	46.3384624077488	1	52.7836685870739	1	1	56.5568849306388
DPY19L4	1	26.0614075186799	1	1	1	1
DPYD	1	39.4512104747081	1	1	1	1
DPYSL3	1	30.4086769637663	1	1	1	1
DRC1	1	1	1	1	154.493869245896	1
DRC3	1	1	1	1	382.283927072369	1
DSC2	1	1	66.9241090934252	428.923012854712	1	390.382337468017
DSC3	147.280272034415	1	1	77.4038585043963	1	157.919308008507
DSE	89.0794427669749	1	1	1	47.9559879430253	84.645272115098
DSG3	174.708595314948	1	73.395322675862	468.043352143203	1	462.188526872601
DTD1	53.5405534425216	1	1	1	1	1
DTHD1	1	1	1	1	131.93815920036	1
DTX3L	53.4204951046768	58.5312925113247	106.651467943439	1	1	76.4809470801354
DUOX2	1	1	268.501384338043	228.045445792825	1	1
DUSP10	1	72.5013383807428	1	65.1378766367099	1	120.646349141064
DUSP11	57.701434982044	1	1	1	1	55.0544450857702
DUSP18	1	1	1	1	150.820768144434	1
DUSP7	41.3717720153036	1	1	1	1	1
DVL1	1	1	1	1	1	98.1772770567811
DYDC2	1	1	1	1	291.366033951254	1
DYM	1	1	1	51.4372196651358	1	71.0094729766361
DYNC2H1	1	1	1	1	197.407088510856	1
DYNC2I2	1	24.071026615586	71.2121670715411	61.5832607286603	1	66.0037795638174
DYNC2LI1	1	1	1	1	133.620971646562	1
DYNLRB2	1	1	1	1	704.111499432031	1
DZIP3	1	1	1	1	241.295780323296	1
E2F4	44.5592603448607	1	1	1	1	46.1159274913398
ECD	1	36.0427749091886	1	1	1	1
ECM1	1	1	1	118.914687038456	1	1
EEF1B2	494.899918926954	180.500430149169	1	1	277.362758332071	1
EEF1D	526.080783302514	268.021962773363	1	1	256.43856069278	1
EFCAB1	1	1	1	1	410.255785552702	1
EFCAB10	1	1	1	1	232.009126620789	1
EFCAB2	1	1	1	1	170.214557523918	1
EFHC1	1	1	1	1	644.069245511024	1
EFHC2	1	1	1	1	122.466273300328	1
EFNA3	1	1	1	64.9483357357983	1	1
EFNB1	85.8633615716195	1	1	1	1	1
EGFL6	31.3050175991505	1	1	1	1	1
EGLN3	56.3951962751419	1	1	1	1	1
EHBP1	47.0673424174644	1	1	1	1	1
EIF3K	298.593912421597	93.170731246646	1	1	257.980041694945	1
ELAC2	34.3970479051618	1	1	1	1	47.7209195687134
ELF5	1	1	1	105.38758598605	1	1
EMC1	52.5434396907023	1	1	1	1	95.3567381316754
EML2	1	1	84.9408518765442	1	55.0077097766391	1
EML3	51.3354365641973	1	1	47.4325462629415	1	1
EMP3	114.83035869082	1	1	1	1	1
ENDOD1	1	31.5600393011587	1	53.586469595712	1	84.1497215228953
ENDOG	1	1	1	1	236.187452538003	1
ENKD1	1	1	1	1	143.247505423579	1
ENKUR	1	1	1	1	320.377782771407	1
ENPP5	1	1	1	1	111.262028168152	1
ENTPD4	1	51.3463248672831	1	1	1	1
ENTPD5	1	34.5027717228666	1	1	1	1
ENTPD6	1	43.8332841686786	69.4499718334224	38.8502774359084	1	1
ENTR1	1	31.1157031918841	60.4418562706902	1	1	54.1246720808231
EOGT	37.6902435543483	1	1	1	1	1
EPHA4	1	1	1	57.0598144837414	1	1
EPHB2	83.4331474414522	1	1	1	1	1
EPHB4	48.6538138427081	1	1	1	1	1
EPHX3	1	1	60.2719025044479	79.758859976474	1	1
EPPK1	37.1992645421318	1	1	1	64.3884874782601	99.131243892468
EPS15L1	1	1	1	55.3474029017051	1	56.0114574921478
EPSTI1	1	1	220.643510554115	1	1	133.928960010649
