NAME	Basal	Club	Goblet	Hillock	Multiciliated_Deuterosomal	Suprabasal
ERICH3	1	1	1	1	264.484658481086	1
ERN2	1	73.4941909438564	80.52794839179	1	34.4911815173628	1
ESCO1	1	35.7819289513863	1	1	1	1
ETS1	67.3988071942854	1	1	1	1	54.540914741215
EVPL	1	1	1	160.910054257054	1	91.4761248053074
EXOC3	1	55.847032680726	1	55.3000266182519	1	1
EXOC6	1	36.7733271012206	1	1	1	1
EXOSC10	32.5097868075462	1	92.5011779023205	50.7975301931054	1	69.4567152779863
EXOSC7	53.5224799028056	1	1	1	1	1
EXOSC8	49.1154244386013	1	1	1	1	1
FA2H	1	1	1	45.0769841159359	1	1
FADD	49.3765945051195	1	1	1	1	1
FADS1	1	49.0296160265439	1	1	1	1
FADS2	1	109.456015428513	117.667491918806	1	1	1
FAHD1	39.0176013496536	1	1	1	1	1
FAM110A	1	1	1	43.7642195339463	1	26.602658529326
FAM126B	1	47.3456310708956	1	1	1	1
FAM135A	1	1	1	76.8543411154422	1	1
FAM166B	1	1	1	1	248.286093971395	1
FAM183A	1	1	1	1	1282.7439809314	1
FAM20B	1	40.8925772241851	1	1	1	64.3183773686024
FAM214B	1	1	1	39.1007618571165	1	1
FAM216B	1	1	1	1	532.039059547185	1
FAM217B	36.7068159568999	1	1	1	1	1
FAM227A	1	1	1	1	247.33312384859	1
FAM229B	1	1	1	1	692.16428933723	1
FAM3A	36.0066572505154	1	1	1	1	1
FAM3B	35.339683478021	1	1	47.4015381050834	1	1
FAM3D	1	134.536724874831	80.1864715605286	228.753797778222	1	1
FAM50A	1	29.4434639351306	59.6082907949039	1	33.4943870582864	1
FAM81B	1	1	1	1	301.759920340458	1
FAM83B	1	1	1	45.4652175592246	1	38.3620642939778
FAM83D	1	1	1	55.3158889105225	1	1
FAM83E	1	93.5132057805167	158.129663129243	77.2995848403376	1	66.1200812319004
FAM83F	74.8696888379822	1	1	1	1	1
FAM92B	1	1	1	1	428.290526835767	1
FANK1	1	1	1	1	339.662331974826	1
FAS	39.4141585787662	1	67.4528001536861	1	1	55.9311567334259
FASTKD2	1	1	59.9595642207529	1	1	49.9781567910753
FAT1	83.6212248882596	1	1	1	1	49.3105545797951
FAT2	59.6284248845862	1	1	1	1	1
FBL	73.4137561747868	1	1	1	55.5429999618574	1
FBRSL1	43.9547443213271	33.9677801402133	1	1	1	65.9204405092603
FBXL17	1	32.2537123299073	1	32.9597889147069	1	1
FBXO34	1	44.2808195138029	1	1	35.8122541193919	1
FBXO45	1	1	1	1	1	77.5088962665609
FBXW7	40.2058268965359	1	1	1	1	1
FCHO2	1	43.1709566319155	76.7848339690773	40.7707856074232	1	1
FDXR	1	1	54.5048651413329	1	89.1416737005732	1
FEM1C	1	41.9882579733085	75.6646648581269	45.5616004372593	1	64.9591469983979
FERMT1	146.30381280945	1	1	87.1623625108989	1	115.060731952756
FETUB	1	1	1	94.0429140516402	1	1
FEZ1	49.2449052818767	1	1	1	1	1
FGD5.AS1	1	1	65.1860393495704	73.4228330571767	1	52.6864365516688
FGD6	55.6134130700098	1	1	1	1	1
FGFR2	39.8218176641764	59.728807373655	1	1	1	1
FHAD1	1	1	1	1	221.526183454968	1
FIP1L1	43.2208731016432	1	1	1	40.6646567379785	63.0115891742335
FJX1	65.1885646748975	1	1	1	1	1
FKBP11	1	43.6752650020549	1	1	1	1
FKBP5	68.0517954850182	35.3511451776806	80.7165750225567	1	1	75.3365553647424
FKBP9	48.8815509997776	1	1	1	1	1
FLNA	305.69688851578	1	1	1	1	178.431084427648
FLRT3	57.076554881441	1	1	1	1	1
FMNL2	55.2429384031814	1	1	1	1	1
FMO2	42.5073542560641	47.1915242695818	1	1	1	1
FNIP2	1	43.7880438882774	1	1	1	1
FOXJ1	1	1	1	1	660.296705427596	1
FOXJ3	1	1	1	55.1609784990928	1	1
FOXO1	1	1	1	33.1665538920591	1	1
FOXP4	1	31.9705218348048	1	1	1	1
FPGS	37.2544562062879	60.4828814143805	58.7994520416881	1	1	1
FRAT2	1	1	1	46.5663579762255	1	1
FRMD6	91.3185434872164	1	1	49.7860293084576	1	82.8189152882069
FRMPD2	1	1	1	1	134.313189274666	1
FRYL	46.3835990213153	1	1	1	1	1
FSCN1	251.077740454479	1	1	1	1	150.345438224009
FST	112.565645068267	1	1	1	1	1
FSTL1	1	40.1888354308839	96.8045451041745	1	100.220411907409	1
FSTL3	44.5438011461515	1	1	1	1	146.452921902337
FTSJ3	1	33.0323781997748	1	1	1	1
FUCA2	67.7962339653996	38.3756153627393	96.6263353009477	1	35.5639259191621	1
FUNDC1	49.3136124309452	34.9342062283617	66.1913570911654	1	1	1
FUT2	1	93.5584255951605	128.827528369048	112.729752471799	1	52.3065081150808
FUT3	1	96.4996991051699	232.350190510879	194.797471534641	1	98.8052903196029
FUT6	1	58.3470413563189	79.9404190832346	77.5695874161326	1	1
FUZ	1	1	1	1	128.836890350286	1
FXYD5	99.0871979314105	1	1	1	1	1
FYB1	167.63890233214	1	1	1	1	85.375417171715
FZD8	1	37.4288518868004	1	1	1	1
G0S2	123.085028263438	1	1	1	1	207.222833704008
GABRP	1	77.8991098724645	1	65.4640509954409	1	1
GALC	1	1	63.2150535385209	1	59.8392192183014	1
GALNT6	1	171.72886874238	104.405478650062	37.2862296907664	1	43.3309102119908
GAMT	32.9158204507013	1	1	1	1	1
GAR1	33.8655521724853	1	1	1	36.6005028164642	82.4318663812748
GAREM1	1	1	1	47.7927295144345	1	1
GBA2	1	40.4716145088655	1	1	1	1
GBE1	42.3368796395329	1	1	1	1	70.3274026966125
GBP2	1	52.4075488868232	50.5216123445828	44.8339463713748	1	1
GBP6	1	1	1	123.702089003983	1	165.291963716203
GCH1	1	39.7096329920496	1	1	1	1
GCNT3	1	70.6004280859993	230.010506791602	167.590605468863	1	96.261876892318
GDA	1	44.9725989235037	89.2205378039669	1	63.0947740896581	1
GDPD3	1	1	1	113.074230556751	1	1
GET4	1	1	1	51.1144240438527	1	99.7415429257745
GFOD1	33.3624052273826	26.0545017418076	1	1	1	77.2173065244807
GGA3	1	1	1	57.6696262461373	1	1
GGH	28.847949709017	1	1	52.0406016854039	1	1
GGT7	1	32.7148402206782	1	1	1	1
GIGYF1	25.4869531497496	50.7269756625649	1	1	1	1
GJA1	108.552992273203	1	1	1	1	99.3113289346153
GJB5	64.3354204565732	1	1	71.172528065697	1	95.8491833376873
GLIPR1	73.5479374033588	1	1	1	1	98.0182089995059
GLIS3	1	57.338827369747	1	1	66.9425621562712	1
GLRX2	34.9560677445569	1	88.1581257921545	57.2732917987384	1	52.9479993778147
GLS	54.8534429836719	1	49.2925366927982	1	1	83.8133641575676
GMFB	52.6715949644554	1	1	1	1	47.5709768942469
GMNN	33.6976649795324	72.6534965777395	1	1	1	1
GMPPA	1	25.9552676675148	1	1	1	1
GNAL	33.0206824325363	1	1	53.1258640268562	1	1
GNE	1	96.7466244609724	148.881974424256	205.702551340223	1	51.1833185226308
GNL2	37.0731187886609	32.0600600200287	66.4502403963467	50.7540557329065	1	1
GNPTAB	1	39.6323358476673	1	1	1	1
GOLGA1	1	1	1	39.2019577437364	1	1
GOLIM4	51.9356878923415	1	1	1	1	1
GOLM2	1	56.3312899649836	95.1767306913889	55.5330432424063	1	59.2524325564917
GON7	1	1	1	1	244.30178610904	1
GORASP1	1	1	1	1	54.2065524356266	51.3027066557788
GOSR2	1	30.2774225040471	1	1	1	1
GPD1L	1	45.8983144784773	79.7259201218627	59.5125378564513	1	1
GPN1	41.6107717830891	1	56.7095627843629	1	1	1
GPNMB	395.314421297308	1	1	123.662100120469	1	172.391228486625
GPR137	1	1	1	50.2362351925834	38.0613285686989	1
GPR153	48.3315105565127	1	1	42.7720615392079	1	1
GPR157	1	1	1	42.4796071462553	1	1
GPR160	1	32.5700140170588	1	1	1	1
GPR162	1	1	1	1	184.845011079692	1
GPRC5B	1	31.4097834063117	1	1	1	1
GPSM2	38.502925081071	1	1	1	1	1
GPT2	1	1	1	50.7170001058536	1	64.8505866341222
GRHL1	1	1	1	89.0898352851829	1	1
GRHL3	1	1	1	109.423582127913	1	53.2897327619245
GSDME	43.8671331176567	1	1	1	1	1
GSKIP	1	1	1	61.6332490870055	31.9466742531193	1
GSTA2	1	1	1	1	591.050609714888	1
GTF2A1	1	1	1	46.7518691485422	1	1
GTF2IRD1	1	1	1	1	1	68.6824609840344
GTPBP2	1	1	1	47.3672294471133	1	85.3072595936121
GTPBP8	35.9322996538073	38.5431848061883	1	77.9152196406409	1	1
GUCY1A1	1	59.8541059275132	1	40.9707235757014	1	1
GUF1	30.9371923661514	1	1	1	1	39.4656133749278
GYS1	40.366365698735	1	1	1	1	54.0030285755343
H1.0.1	1	78.8957883702437	1	1	1	1
H1.10	1	1	84.9442872807835	1	1	60.490952780519
H1.2	1	1	133.981389859195	118.937294732993	1	1
H2AFV	1	1	1	1	113.614747042287	1
H2AJ	1	104.090893648952	178.755397955427	185.355330730699	1	152.721875900504
H2BC21	1	67.2432466195454	158.816155947091	111.605411244167	1	104.973487702231
H2BC4	1	42.9529657073759	179.968902908286	94.898469466263	1	111.039361548643
H2BC5	1	46.8539383987691	181.2760494213	116.980310139788	1	87.2983519844261
H3.3A.1	53.9268811128754	83.2721154116437	1	1	1	1
H3.3B.1	164.3485772267	288.807549239589	1	1	1	1
H3F3A	958.149731538734	526.517697294325	1	1	1528.64363280254	1
H3F3B	771.386016552237	375.075820988517	1	1	1402.97523441014	1
H4C15	1	1	87.4853528990201	1	1	1
HACD1	43.9132696549883	1	1	1	1	1
HACD4	1	1	1	1	149.286262174304	1
HAGHL	1	1	1	1	131.001162950621	1
HAS3	76.0703569844059	1	1	1	1	1
HDAC9	1	39.3120419623557	153.514551824173	1	1	99.1709594893986
HELZ2	1	1	110.755118409649	73.2860067740365	1	139.906429038896
HERC1	1	38.0708696653474	1	1	1	1
HERC4	49.6095820338051	1	63.1480380305211	40.6495909433047	1	1
HERC6	1	56.1837887173839	172.797664826134	63.8532476170476	1	90.0776031925844
HES2	1	1	51.5293179217812	1	1	62.0473217993267
HES4	1	1	78.7565104336337	1	1	1
HEY1	1	45.5963369590791	1	1	1	1
HID1	1	28.2290305427692	1	1	1	1
HILPDA	32.1295072540809	1	1	87.5181354845937	86.4456499154689	1
HIST1H1C	1	1	1	1	261.959564648015	1
HIST1H4C	162.138522091247	1	1	1	98.8351207585814	1
HLA.A	1	89.4501629591563	772.426852166254	1	1	681.781112222238
HLA.A.1	188.683501005998	250.940960167224	1	1	261.712364380446	1
HLA.A.6.1	1	1	173.620560407113	1	1	1
HLA.C.4	1	256.976185583507	1	1	1	1
HLA.C.7	158.004677779451	190.241204704273	1	1	365.505062244175	1
HLA.DPA1.1	1	47.5695435777228	1	1	53.1588413790207	1
HLA.DQA1	1	1	89.3981658379593	1	1	1
HLA.DQB1	1	1	72.7242127239577	1	1	1
HLA.DQB1.1	1	31.793237592291	1	1	1	1
HLA.DRA	1	125.210060149705	1	1	188.291402034654	1
HLA.DRA.1.1	1	1	68.4613688962254	1	1	1
HLA.DRB1	1	1	206.644028596281	1	1	107.064110062214
HLA.DRB1.5.1	1	1	197.615396438768	1	1	1
HLA.DRB1.6	1	81.9328699829261	1	1	119.648603497501	1
HLA.DRB5	1	1	166.607197148094	1	1	1
HLA.DRB5.1	1	60.8938871687057	1	1	81.2345142454732	1
HMGA2	82.8758418859699	1	1	1	1	1
HMGN4	43.1337447837831	1	1	1	1	89.196981951407
HMGXB4	1	38.2165528538694	1	1	1	1
HMOX1	1	56.7126626165964	83.8219539785033	145.499508639339	1	1
HNMT	1	57.1418643500069	1	1	1	1
HOMER3	49.9096339371405	1	1	1	1	1
HOPX	1	1	1	648.474776005483	1	228.073503481375
HPCAL1	1	1	59.9598699486846	1	1	1
HPGD	1	71.4658042208377	1	70.2049213645033	1	1
HRASLS2	1	1	1	1	205.084960805672	1
HS2ST1	1	34.7016086805475	1	1	1	1
HS6ST1	50.2698520652939	1	1	1	1	1
HSD11B2	1	1	1	74.1766848994777	1	1
HSD17B11	1	60.8829640354125	1	1	1	1
HSD17B2	1	62.4953623292831	1	1	1	1
HSPA14	1	36.7409469463669	1	1	1	1
HSPA1A	1	1	1	1	205.392479202833	1
HSPB8	1	1	1	57.1769078606665	1	47.8611491937692
HSPG2	61.1167615706113	1	1	1	1	1
HYDIN	1	1	1	1	206.010894333888	1
ICA1	1	42.2918861165519	82.5032526452487	1	1	1
ICAM1	1	56.5686738687582	83.5170758556524	1	46.0954503172337	1
ICAM4	40.7201238427419	1	1	1	1	1
ID4	1	1	1	56.4283234528265	1	1
IDE	1	32.3220535873766	1	62.5345966615854	1	1
IDO1	1	1	93.8156787177711	1	1	1
IER3	86.1785300083078	43.5316543929292	1	1	1	1
IFI27	1	1	1	1	199.978407907102	1
IFI27.1	1	1	116.191570768807	103.089849257375	1	1
IFI35	1	1	90.7040449286765	1	1	1
IFIT1	297.614510854358	209.809201363655	1306.99070284946	326.43346787772	1	867.994131174418
IFIT2	1	151.929135652116	457.593739383437	153.231078850757	1	565.212928085785
IFIT3	360.206472755201	335.564232114525	1237.29172987714	236.090017162071	1	1031.14135746764
IFIT5	1	37.4260628195777	105.674417261592	63.3390062933953	1	84.224823783496
IFITM1	364.840382481138	614.020844455605	1641.41356065042	588.250261602762	1	1074.18663242103
IFT172	1	1	1	1	187.929526783265	1
IFT22	39.8799399335524	1	1	1	429.385421366383	1
IFT27	1	1	1	1	341.514845588565	1
IFT43	1	1	1	1	274.56223668425	1
IFT88	1	1	1	1	110.338418040958	1
IGFBP4	61.9823952827173	54.5670141134419	93.714100331652	44.007684598864	1	1
IGFBP5	1	249.157181688808	1	1	222.099504364081	1
IGFBP6	343.34775208475	1	1	1	1	1
IGSF3	59.7145175727052	1	1	1	1	64.0035724694131
IKBIP	51.815326412411	1	1	1	1	1
IKBKE	1	36.0270074578263	52.3226437311353	39.9033884298633	1	1
IKBKG	40.8177555103464	1	1	1	1	54.6993031364649
IL10RB	1	37.2220922020812	1	1	1	1
IL1R1	1	178.755804123165	160.904221291382	1	1	1
IL1RAP	58.0646029157553	1	1	1	1	1
IL32	93.9715465456275	1	228.137614983886	1	1	265.613480740571
IL33	96.8896712460226	89.8010914487467	1	1	1	1
IL36G	1	1	1	95.4663603371185	1	134.181122684488
IL6R	46.3571589827442	1	1	1	1	1
ILDR1	1	34.3144444641645	1	1	1	1
IMPA2	125.510799671758	32.558297418526	1	1	1	80.3244239713458
IMPDH1	63.3990469640211	1	1	1	1	1
ING3	1	26.5304713889396	1	1	1	1
INPPL1	1	38.3336252384797	1	1	1	66.9101828265499
INTS6	58.9012829085712	1	1	60.2928947832806	1	1
IQCD	1	1	1	1	145.167964980627	1
IQCE	1	1	1	1	128.736669360693	1
IQCG	1	1	1	1	255.186604215851	1
IQCK	1	1	1	1	141.641477362695	1
IQGAP2	1	77.4986747463123	1	1	1	1
IRAK3	1	65.9658500733445	111.318901008189	1	1	1
IRS1	64.4630862494697	1	1	1	1	1
ISG20	1	44.9510199267724	97.2582075307235	1	74.979789486064	1
ISY1	31.0174003827649	25.5602754413094	1	1	1	56.6779569373748
ITGA6	484.584336264423	1	1	1	1	271.039215802986
ITGB5	40.3890186397659	1	1	1	1	1
ITM2C	1	54.1186652467645	1	1	1	1
ITSN1	1	34.7868061431086	1	1	1	1
ITSN2	1	26.3428812787029	47.6844785922259	70.6051875692459	1	1
IVD	1	31.985242573636	1	1	1	1
IVL	1	1	1	242.594470421803	1	160.960538999401
JAG2	147.143435214707	1	1	1	1	1
JMY	1	30.3021568538455	1	1	1	1
KANK1	34.8915588956864	1	1	44.1664487146085	1	1
KANK2	1	34.8279448030033	1	1	1	1
KAT7	1	1	1	51.3366783022365	1	1
KCTD11.1	83.3122750559418	1	1	65.0257134692398	1	84.6389925566758
KCTD5	1	1	1	42.279493681126	1	1
KCTD9	42.5605278476048	1	1	39.8161203825106	1	102.061868378322
KDM6A	1	26.4720607774793	1	1	1	1
KDM7A	1	45.6680142675033	1	49.3908762224252	1	1
KDM7A.DT	1	1	1	44.5219565890873	1	1
KHNYN	1	1	73.3515967260612	1	1	42.8746904289431
KIAA0100	1	45.6400649833415	39.8058463657749	48.2987002779518	1	1
KIAA0513	1	50.7616413758403	1	1	35.4735406328335	1
KIAA1109	1	1	1	44.6251346145659	1	1
KIAA1211L	1	1	1	1	125.739908115717	1
KIF13B	1	88.0350155772103	95.8124833223138	93.6366043647557	75.1177046213328	1
KIF19	1	1	1	1	117.860818954934	1
KIF1B	33.8082436678418	1	1	55.0813600134746	1	1
KIF3A	1	1	1	1	122.811269144464	1
KIF9	1	1	1	1	618.85143070256	1
KIZ	40.7851925986676	1	1	1	1	1
KLF2	1	82.0834249550396	87.9548231232942	1	72.7788894655375	1
KLF7	71.7347490751889	1	1	1	1	1
KLF8	1	1	1	58.7634038244521	1	1
KLF9	1	36.4999192732465	1	1	1	1
KLHDC9	1	1	1	1	152.208615336946	1
KLHL2	1	1	1	28.3511775197561	1	1
KLK10	115.83748455811	416.854188838228	836.148142448746	503.436336755416	1	458.551901371935
KMT2D	1	49.5665313716113	1	1	1	85.0008176128953
KNOP1	51.1921252603792	36.803955585185	74.064594025412	39.2593634661491	1	1
KRI1	43.8507097283701	1	1	1	1	1
KRT10	136.428214991849	173.253416853193	133.48899269608	10687.1773798153	149.964283762386	3511.7489431337
KRT13	1	1	1	2914.45658496534	1	1035.6289856482
KRT14	553.096116640432	1	1	132.489969916739	1	487.971457689835
KRT16	146.885154786524	1	166.616893942799	2923.32235235743	1	2358.72261238029
KRT24	1	1	1	255.524771419585	1	1
KRT4	53.6738825802558	69.2368996284133	275.030236518254	2954.2045476984	126.336352862216	233.701460920875
KRT5	5607.66685952253	364.099500831145	1456.3889368639	3899.79972285612	1	6648.21921814781
KRT6A	7947.21123609054	1210.50131620761	5497.85047334151	31202.0949863677	1	21831.0295945294
KRT6B	546.356637681126	182.32298974221	669.40768725662	3229.81019719671	1	4268.31369845066
KRT6C	1	1	1	276.785461820366	1	755.122857243835
KRT78	1	1	1	96.1675554871777	1	1
LAMA3	328.332720222783	1	1	1	1	153.977395223033
LAMB1	71.3323100908994	1	1	1	1	1
LAMB2	1	41.3283639254535	1	1	1	1
LAMC1	46.408847415418	1	1	1	1	1
LANCL1	49.3160141221648	1	1	1	1	1
LARP1B	40.3214363848914	1	1	1	1	1
LATS2	1	1	1	1	1	47.0346667450228
LDHA	173.45337809478	55.7189921676991	1	1	1	1
LDLRAD1	1	1	1	1	399.950326315196	1
LDOC1	1	35.9969172560207	1	1	1	1
LFNG	62.3528558157868	1	1	1	1	1
LGALS1	518.858356954144	1	1	1	1	256.072453002218
LGALS7	42.1260153396417	1	1	1	1	68.707824218955
LGALS7B	84.0835996950268	1	1	1	1	1
LGALS9	1	190.639464726767	450.864755346493	165.020373017588	1	194.863602775063
LGALSL	1	40.6557890671425	93.0466648661367	83.4940526530076	1	191.36331241696
LGMN	1	1	1	106.96112574674	1	1
LHFPL6	36.9433828705865	1	1	1	1	1
LIF	1	224.250478450983	167.283067038618	80.3973056554392	1	79.0703346523567
LIG4	1	1	1	61.9606099635268	1	1
LIMCH1	1	49.3747712459015	1	1	76.1448522985446	1
LINC00673	1	35.293351393826	1	72.7088185418316	1	81.999555745782
LINC00674	1	48.8700631605732	1	42.2407284312907	1	1
LINC00958	52.6159049024076	1	1	1	1	1
LINC01503	61.6292748183172	64.8926402166014	64.0051702410298	1	1	1
LINC01559	1	1	1	110.910852383852	1	1
LINC01765	1	1	1	1	126.241458531267	1
LINC02166	1	1	1	1	127.959631670069	1
LMTK2	1	50.000115747138	1	1	1	1
LMTK3	1	1	75.4132475799931	68.1752980431548	1	1
LNPK	46.3850796259022	1	1	39.5962724895327	1	78.5695963610477
LOC105370256	1	1	1	44.2991806713007	1	1
LOC105371267	1	1	1	1	269.381840037852	1
LOC105372578	1	57.0722680264299	98.1058321553194	88.1486894690139	1	1
LOC105375172	1	45.8025975185161	80.0631572157877	1	1	1
LOC105376081	1	1	1	199.195222231875	1	1
LOC107987276	1	1	1	162.770794651551	1	1
LOXL4	115.974742201965	1	1	1	1	1
LPAR6	36.1336300198011	1	1	48.5034135385133	1	1
LPCAT2	76.5456726620476	1	1	1	1	1
LPIN1	1	30.9758706104506	84.0664473653471	1	1	1
LRATD1	1	1	89.3886202383025	241.374222326752	1	167.301674999175
LRCH3	1	38.5193773248199	1	1	1	1
LRIF1	1	1	1	46.9769531952247	1	1
LRP1	40.9177624786716	1	1	1	1	1
LRP5	32.4942296548295	56.4456861045119	52.970747476847	1	1	1
LRRC1	1	1	1	86.3715613536977	1	44.394811011995
LRRC10B	1	1	1	1	280.618900303252	1
LRRC23	1	1	1	1	529.492856340089	1
LRRC34	1	1	1	1	100.735410120132	1
LRRC4	1	58.8036643385144	102.116360272611	111.508132263538	73.493197825615	1
LRRC46	1	1	1	1	380.134551143254	1
LRRC49	1	1	1	1	118.346012646847	1
LRRC6	1	1	1	1	109.93101674073	1
LRRC8B	1	58.5692871252557	1	1	46.788088478737	1
LRRIQ1	1	1	1	1	504.994853989367	1
LRRN1	1	55.3601477593766	1	1	1	1
LRTOMT	1	1	1	1	186.11718935913	1
LRWD1	1	1	1	1	109.831154517328	1
LSM10	33.9210458445348	1	1	1	1	1
LTBP3	38.4458337673461	47.0516140597975	1	1	1	1
LTBP4	34.3157552487338	1	1	1	1	1
LTF	1	319.901692887363	1	1	1	1
LY6E	297.679114333856	227.915071344029	1	1	126.09929222688	1
LYAR	35.6466656260741	1	1	1	1	60.1867506222328
LYPD2	1	561.46421346951	170.579017219759	391.843699049611	29.3725741240132	1
LYPD3	46.9442769479385	1	1	1118.55630942523	1	568.027684401901
LYZ	1	96.1276947313505	1	1	1	1
LZTFL1	1	1	1	1	163.583122518416	1
LZTS3	1	75.1029027322015	91.0242590278696	1	1	1
MACC1	1	149.420616681878	353.50429639598	90.9623473607376	95.9929929287853	288.769111170236
MACROH2A2	1	1	1	1	1	55.4841025475525
MAF	103.547570847355	1	1	1	1	124.417071307923
MAF1	1	25.1544210203461	1	1	1	1
MAGI3	1	49.8142205450648	1	89.2112868260071	1	1
MAN1C1	1	27.1273359857227	1	1	1	1
MAN2B2	1	48.410027992397	1	1	1	78.448954190906
MAP1A	1	1	1	1	176.932305369298	1
MAP1B	1	1	1	1	110.495613874268	1
MAP2	1	1	1	1	1	84.2029583494329
MAP3K19	1	1	1	1	157.878350468547	1
MAP3K20	43.0174305879418	1	1	1	31.0466231709757	52.5951449959681
MAP3K7	32.5196229366639	1	1	1	1	1
MAP3K9	1	1	1	52.4756455954106	1	1
MAP6	1	1	1	1	113.24197478203	1
MAPK10	1	1	1	1	173.365076996416	1
MAPK15	1	1	1	1	158.078520499922	1
MAPK9	1	36.5982496206419	1	1	1	1
MAPKAPK3	36.4206252328952	1	1	1	1	77.0756319906097
MAPRE3	1	1	1	1	107.989168244019	1
MARCH6	1	1	1	1	134.613587993	1
MARVELD1	83.2318987114626	1	1	1	1	1
MAU2	1	26.0563528889332	1	1	1	1
MBD1	35.3000277477781	1	1	1	1	55.7195407112628
MCAM	47.4438106987453	1	1	1	1	1
MCC	91.7960785238509	1	1	42.9074837213627	1	1
MCM3	1	29.0345518243559	1	1	1	1
MCM3AP	1	22.4994998659241	1	1	1	1
MCTP1	1	38.1698365993715	1	1	1	1
ME1	1	25.3152790098275	1	1	1	1
MEAK7	36.961046327483	1	1	1	1	1
MED25	1	1	1	1	184.844201120552	1
MEMO1	59.5431783334906	1	1	43.3546090607473	1	89.5806602971387
MEN1	1	1	1	41.1442897679626	1	1
METRN	1	1	1	1	103.046533673298	1
METTL8	42.9014582300419	1	1	1	1	1
MEX3D	1	1	1	1	1	57.1508521075523
MFGE8	69.0469144706986	37.0135503231529	1	1	1	79.6390013362265
MFN1	1	1	1	38.120779107023	1	54.5624540005379
MFSD11	1	1	1	51.1819509875069	1	1
MIA3	1	65.0899323026642	1	1	1	1
MICAL2	41.8805732734402	1	1	1	1	87.6017821447829
MICALL1	89.5633022280986	1	1	68.0743994559124	1	136.656358718636
MID2	1	1	1	73.5779708509961	1	1
MIDEAS	1	1	1	39.5871490088989	1	1
MIR1244.2	1	1	83.9611509640394	56.5852454695907	1	89.2791934733485
MIR205HG	145.224584895392	1	1	1	1	109.297024962448
MIR4435.2HG	1	1	109.41824505145	120.609246523347	1	80.0021714680819
MITF	1	69.46401812632	88.1960610764899	1	1	73.3213152071891
MKKS	62.575919716199	36.1175454291673	1	1	1	82.5245792618004
MKNK1	31.0691246049564	1	1	41.0171488158688	1	1
MLF1	1	1	1	1	370.469157007114	1
MLLT10	37.5865984819567	1	1	1	1	1
MLLT3	1	40.7044877140626	97.6231474071067	56.1144840876911	1	55.8128819497192
MLPH	1	79.747250141099	110.641933054029	59.4347140685172	62.7076916457155	1
MLST8	32.4434687169126	1	1	1	1	1
MMP10	187.926282825838	1	1	1	1	1
MMP13	90.7839846112133	1	1	1	1	1
MMP15	1	25.566390361252	1	1	1	1
MMP2	85.1148785729521	1	1	1	1	1
MMP7	1	74.6079304765258	154.427583921453	1	1	100.239376747269
MMUT	1	1	1	44.8782758324857	1	1
MNS1	1	1	1	1	235.469701375623	1
MOB2	1	36.9549993168299	1	39.8160656655457	1	1
MOK	1	1	1	1	119.519140777947	1
MORN2	1	1	1	1	1064.40789993199	1
MORN3	1	1	1	1	149.188407056773	1
MORN5	1	1	1	1	631.266848014192	1
MOV10	34.2478538020726	1	1	1	1	1
MPDU1	31.983295025018	45.6362008475096	60.5184086453864	52.1716586512715	1	1
MPPE1	1	33.2258446261375	1	1	1	1
MPZL3	1	1	1	77.1540244879148	73.8106818893528	1
MREG	1	1	1	44.8076360245762	1	1
MRPL17	50.2442890900616	28.7346510819314	80.4329785665001	1	52.6136159707437	1
MRPL35	35.9647566570256	37.3916286577336	72.1458357502289	44.2896220380919	1	1
MRPL44	1	36.9246049987045	1	1	1	1
MRPL53	1	35.4948296325758	1	1	1	47.3063692936897
MRPS22	32.6752285084793	1	1	33.8554210973473	1	1
MRPS30	41.9407096356537	1	1	1	1	1
MRRF	37.8648393641119	1	1	40.8952077503715	1	1
MRTO4	56.7397746569356	1	1	1	1	71.2599854640609
MS4A8	1	1	1	1	481.581723702916	1
MSANTD3	44.1238832635366	1	1	1	1	1
MSN	156.37821832186	1	1	1	1	130.338129170644
MT.ATP6	2236.35733532458	1692.41437492111	1	1	7073.60068861022	1
MT.CO1	9709.61581931813	4924.60807215931	1	1	15648.203201621	1
MT.CO2	6055.51238037217	3475.56315297538	1	1	15545.8741304428	1
MT.CO3	8138.75096023867	3838.32276376401	1	1	10602.7887893703	1
MT.CYB	4233.90766058374	2372.03779440993	1	1	10700.5479402855	1
MT.ND1	2394.89477049647	1341.66763828434	1	1	5964.69194708038	1
MT.ND2	3521.21882209906	2112.80444921014	1	1	13770.458408521	1
MT.ND3	1623.4046699044	1207.55376204438	1	1	6758.25443532202	1
MT.ND4	3679.68080436751	2179.75314857995	1	1	9850.79538058054	1
MT.ND5	547.345387403163	356.649312331802	1	1	1880.38553182989	1
MTA1	1	32.3687606872838	1	1	1	1
MTA3	1	36.4753814898396	1	1	1	1
MTAP	51.3850483996365	44.7890773426823	1	1	1	1
MTF2	39.8942213322915	1	1	1	1	1
MTFR1L	1	23.18108771358	1	1	1	1
MTHFD1L	41.1732406430075	1	1	1	1	1
MTHFD2	47.3218182005764	36.4613447478431	1	1	1	135.967953734609
MTHFR	1	29.0258954514138	1	1	1	1
MTLN	1	1	51.0823763090971	1	1	55.5667801668329
MTSS2	1	47.8260521039417	105.100831268074	117.929495646287	1	76.1472921424075
MUC5B	1	784.455444087703	159.513301423493	1	1	1
